rank,playoff,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won,lost,GP,homeW,homeL,awayW,awayL,confW,confL,min,attend,playoff_progression_score,next_season_playoff,eFG%,opp_eFG%,Net_eFG%,Off_Rating,Def_Rating,Net_Rating,TO_per_Game,REB_per_Game,Possessions,Pace,TOV%,TS%,AST_TO_Ratio,FTR,OREB%,DREB%,Win%,Home_Win%,Away_Win%,Conf_Win%,Min_per_Game,Avg_Attendance
7,0,760,1820,430,553,121,374,295,674,969,480,567,221,451,83,2071,797,1834,397,521,149,441,278,640,918,530,613,242,428,109,2140,10,22,32,4,12,6,10,7,14,6550,149084,0,1,45.082417582417584,47.51908396946565,-2.4366663870480636,6471.875,6687.5,-215.625,14.09375,30.28125,1559.28,48.7275,28.923605766764148,50.186107826221814,1.06430155210643,0.3038461538461538,31.550802139037433,70.7983193277311,31.25,25.0,37.5,33.33333333333333,204.6875,4658.875
3,1,864,2102,479,646,177,549,333,762,1095,520,663,270,434,111,2384,864,2104,509,673,172,536,366,812,1178,553,669,252,476,88,2409,18,16,34,10,7,8,9,11,13,6875,102433,2,1,45.31398667935299,45.152091254752854,0.1618954246001394,7011.764705882353,7085.2941176470595,-73.52941176470631,12.764705882352942,32.205882352941174,1711.6799999999998,50.3435294117647,25.355206580669286,49.953064234947036,1.1981566820276497,0.3073263558515699,29.08296943231441,67.5531914893617,52.94117647058824,58.82352941176471,47.05882352941176,45.83333333333333,202.2058823529412,3012.735294117647
1,1,876,2051,434,590,149,467,321,724,1045,572,610,299,462,96,2335,858,1996,443,599,145,384,306,757,1063,565,627,239,492,113,2304,18,16,34,10,7,8,9,14,6,6900,114017,3,1,46.343247196489514,46.61823647294589,-0.27498927645637394,6867.647058823529,6776.470588235295,91.17647058823422,13.588235294117647,30.735294117647058,1708.08,50.237647058823526,27.047913446676976,50.52800138492167,1.2380952380952381,0.28766455387615797,29.777365491651203,70.29126213592232,52.94117647058824,58.82352941176471,47.05882352941176,70.0,202.94117647058823,3353.4411764705883
1,1,916,2025,512,688,130,373,322,788,1110,573,624,236,452,130,2474,835,2100,452,599,122,400,350,728,1078,495,675,258,442,79,2244,26,8,34,14,3,12,5,13,7,6800,121944,4,1,48.44444444444444,42.66666666666667,5.7777777777777715,7276.470588235295,6600.0,676.4705882352946,13.294117647058824,32.64705882352941,1698.64,49.96,26.609522912447602,53.14213049679514,1.2676991150442478,0.3397530864197531,30.666666666666664,69.24428822495607,76.47058823529412,82.35294117647058,70.58823529411765,65.0,200.0,3586.5882352941176
1,1,982,2216,545,675,174,510,342,926,1268,630,530,252,514,153,2683,948,2357,358,500,163,508,370,783,1153,528,646,273,486,103,2417,26,8,34,14,3,12,5,15,5,6825,126096,2,1,48.24007220216607,43.67840475180314,4.5616674503629255,7891.176470588235,7108.823529411765,782.3529411764703,15.117647058823529,37.294117647058826,1834.5,53.955882352941174,28.018533660397928,53.38241146040589,1.2256809338521402,0.3046028880866426,30.4,71.4506172839506,76.47058823529412,82.35294117647058,70.58823529411765,75.0,200.73529411764707,3708.705882352941
3,1,1001,2327,478,615,195,572,354,868,1222,619,641,272,540,156,2675,976,2317,475,626,166,485,337,842,1179,581,633,246,524,85,2593,18,16,34,8,9,10,7,10,10,6925,135490,1,1,47.20670391061452,45.70565386275356,1.5010500478609643,7867.647058823529,7626.470588235295,241.17647058823422,15.882352941176471,35.94117647058823,1926.52,56.66235294117647,28.02981541847476,51.4898367724053,1.1462962962962964,0.26428878384185645,29.59866220735786,72.03319502074689,52.94117647058824,47.05882352941176,58.82352941176471,50.0,203.6764705882353,3985.0
2,1,965,2286,539,723,221,669,370,869,1239,607,629,211,487,97,2690,955,2284,472,638,159,496,360,840,1200,554,703,252,499,104,2541,21,13,34,13,4,8,9,13,7,6850,129951,1,0,47.047244094488185,45.29334500875657,1.753899085731618,7911.764705882353,7473.529411764705,438.23529411764775,14.323529411764707,36.44117647058823,1857.92,54.644705882352945,26.212108163968306,51.64892554874584,1.2464065708418892,0.31627296587926507,30.57851239669421,70.70789259560618,61.76470588235294,76.47058823529412,47.05882352941176,65.0,201.47058823529412,3822.0882352941176
5,0,868,1980,519,699,76,273,341,644,985,503,701,260,530,88,2331,905,1967,480,652,136,372,331,640,971,513,672,284,543,148,2426,14,18,32,8,8,6,10,10,11,6425,107289,0,0,45.75757575757576,49.46619217081851,-3.7086164132427513,7284.375,7581.25,-296.875,16.5625,30.78125,1829.22,57.163125,28.97409824952712,50.94948329224152,0.9490566037735849,0.353030303030303,34.76044852191641,66.05128205128206,43.75,50.0,37.5,47.61904761904761,200.78125,3352.78125
7,0,774,1914,412,542,143,405,324,621,945,469,602,225,498,82,2103,848,1837,446,583,127,340,279,702,981,438,591,262,483,109,2269,10,22,32,6,10,4,12,7,14,6550,109348,0,0,44.17450365726228,49.61894393032117,-5.444440273058895,6571.875,7090.625,-518.75,15.5625,29.53125,1650.5,51.578125,30.17267494698576,48.85062811268862,0.9417670682730924,0.2831765935214211,31.57894736842105,69.0,31.25,37.5,25.0,33.33333333333333,204.6875,3417.125
8,0,766,1919,472,651,110,364,360,719,1079,478,609,201,541,132,2114,828,1984,464,605,146,447,314,669,983,465,637,277,443,139,2266,9,23,32,7,9,2,14,6,15,6450,94171,0,1,42.782699322563836,45.413306451612904,-2.630607129049068,6606.25,7081.25,-475.0,16.90625,33.71875,1688.82,52.775625,32.034201395056904,47.92694428322693,0.8835489833641405,0.3392391870766024,34.98542274052478,69.60309777347533,28.125,43.75,12.5,28.57142857142857,201.5625,2942.84375
