rank,playoff,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won,lost,GP,homeW,homeL,awayW,awayL,confW,confL,min,attend,playoff_progression_score,next_season_playoff,eFG%,opp_eFG%,Net_eFG%,Off_Rating,Def_Rating,Net_Rating,TO_per_Game,REB_per_Game,Possessions,Pace,TOV%,TS%,AST_TO_Ratio,FTR,OREB%,DREB%,Win%,Home_Win%,Away_Win%,Conf_Win%,Min_per_Game,Avg_Attendance
3,1,873,2144,518,676,171,551,339,755,1094,501,606,354,528,93,2435,883,2043,413,559,137,444,288,773,1061,507,685,259,617,105,2316,21,13,34,12,5,9,8,12,8,6850,122768,1,1,44.70615671641791,46.573666177190404,-1.8675094607724958,7161.764705882353,6811.764705882353,350.0,15.529411764705882,32.1764705882353,1860.2,54.71176470588235,28.38404472637351,49.86811062323874,0.9488636363636364,0.31529850746268656,30.485611510791365,72.38734419942475,61.76470588235294,70.58823529411765,52.94117647058824,60.0,201.47058823529412,3610.823529411765
2,1,907,2167,478,617,188,546,341,812,1153,511,646,308,589,136,2480,881,2192,450,608,158,483,369,795,1164,475,663,280,610,114,2370,21,13,34,12,5,9,8,12,8,6875,133915,2,1,46.192893401015226,43.79562043795621,2.3972729630590166,7294.117647058823,6970.588235294117,323.5294117647063,17.323529411764707,33.911764705882355,1890.0,55.588235294117645,31.164021164021165,50.85135002132476,0.8675721561969439,0.28472542685740654,30.01760563380282,68.75529212531752,61.76470588235294,70.58823529411765,52.94117647058824,60.0,202.2058823529412,3938.676470588235
4,1,876,2179,495,656,226,662,349,778,1127,500,727,324,585,165,2473,891,2127,540,706,135,415,338,833,1171,477,659,294,608,130,2457,17,17,34,11,6,6,11,12,8,6950,130941,1,1,45.38779256539697,45.063469675599436,0.32432288979753565,7273.529411764705,7226.470588235295,47.0588235294108,17.205882352941178,33.14705882352941,1900.1399999999999,55.88647058823529,30.787205153304498,50.108605793389636,0.8547008547008547,0.3010555300596604,29.52622673434856,69.71326164874552,50.0,64.70588235294117,35.294117647058826,60.0,204.41176470588235,3851.205882352941
1,1,861,1956,545,693,150,452,308,783,1091,586,705,271,466,156,2417,776,1963,495,692,122,413,300,678,978,445,650,243,485,105,2169,28,4,32,15,1,13,3,17,4,6450,105005,2,1,47.85276073619632,42.63881813550688,5.2139426006894425,7553.125,6778.125,775.0,14.5625,34.09375,1705.2,53.2875,27.32817264836969,53.45169223148098,1.257510729613734,0.35429447852760737,31.237322515212984,72.29916897506925,87.5,93.75,81.25,80.95238095238095,201.5625,3281.40625
1,1,916,2031,449,594,160,436,350,755,1105,596,616,281,438,138,2441,779,1985,416,547,192,603,294,627,921,538,591,234,453,114,2166,28,4,32,16,0,12,4,19,2,6475,148446,4,1,49.039881831610046,44.08060453400503,4.959277297605013,7628.125,6768.75,859.375,13.6875,34.53125,1691.52,52.86,25.893870601589104,53.242073670802135,1.360730593607306,0.29246676514032494,35.823950870010236,71.97330791229743,87.5,100.0,75.0,90.47619047619048,202.34375,4638.9375
1,1,891,2002,476,645,194,515,329,814,1143,583,664,257,517,161,2452,796,2040,480,649,163,521,314,645,959,508,623,275,453,111,2235,25,7,32,12,4,13,3,17,4,6475,186410,4,1,49.35064935064935,43.01470588235294,6.335943468296406,7662.5,6984.375,678.125,16.15625,35.71875,1739.68,54.365,29.7181090775315,53.635488669174904,1.127659574468085,0.3221778221778222,33.7782340862423,72.16312056737588,78.125,75.0,81.25,80.95238095238095,202.34375,5825.3125
1,1,894,2140,537,678,174,528,336,813,1149,587,682,242,470,161,2499,866,2147,504,702,196,540,316,789,1105,572,654,241,468,127,2432,24,10,34,11,6,13,4,17,7,6900,157934,3,1,45.8411214953271,44.89986027014439,0.9412612251827142,7350.0,7152.941176470588,197.0588235294117,13.823529411764707,33.794117647058826,1789.1000000000001,52.62058823529412,26.270191716505504,51.24429935365333,1.248936170212766,0.3168224299065421,29.86666666666667,72.01062887511071,70.58823529411765,64.70588235294117,76.47058823529412,70.83333333333334,202.94117647058823,4645.117647058823
1,1,904,2069,530,722,157,414,312,809,1121,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,1066,532,704,288,523,114,2361,25,9,34,15,2,10,7,16,6,6975,177269,1,1,47.48670855485742,43.05489260143198,4.431815953425442,7338.235294117647,6944.117647058823,394.1176470588234,15.558823529411764,32.970588235294116,1840.76,54.14,28.738129902866206,52.26926106558064,1.1833648393194707,0.3489608506524891,30.028873917228104,70.47038327526133,73.52941176470588,88.23529411764706,58.82352941176471,72.72727272727273,205.14705882352942,5213.794117647059
4,1,873,2042,456,630,124,387,321,683,1004,551,737,264,492,136,2326,818,1955,527,709,182,519,332,709,1041,567,654,247,544,115,2345,17,17,34,11,6,6,11,12,10,6800,150521,1,1,45.78844270323212,46.49616368286445,-0.7077209796323274,6841.176470588235,6897.058823529412,-55.88235294117658,14.470588235294118,29.529411764705884,1788.58,52.605294117647055,27.50785539366425,50.14660227664712,1.1199186991869918,0.30852105778648387,31.165048543689323,67.29064039408867,50.0,64.70588235294117,35.294117647058826,54.54545454545454,200.0,4427.088235294118
1,1,962,2195,540,726,111,377,350,852,1202,610,679,296,534,129,2575,873,2184,534,721,196,570,336,746,1082,565,636,284,556,128,2476,25,9,34,15,2,10,7,15,5,6825,141282,2,0,46.35535307517084,44.459706959706956,1.895646115463883,7573.529411764705,7282.352941176471,291.1764705882342,15.705882352941176,35.35294117647059,1910.84,56.20117647058823,27.945824872830798,51.20424428500978,1.142322097378277,0.330751708428246,31.934306569343068,71.71717171717171,73.52941176470588,88.23529411764706,58.82352941176471,75.0,200.73529411764707,4155.35294117647
7,0,940,2305,493,627,160,456,356,783,1139,554,732,245,571,107,2533,954,2212,609,800,191,537,343,836,1179,616,605,290,550,137,2708,10,24,34,5,12,5,12,6,16,6900,147810,0,1,44.251626898047725,47.445750452079565,-3.1941235540318402,7450.0,7964.7058823529405,-514.7058823529405,16.794117647058822,33.5,1973.94,58.05705882352942,28.926917738127806,49.072409410743624,0.9702276707530648,0.2720173535791757,29.86577181208054,69.53818827708703,29.411764705882355,29.411764705882355,29.411764705882355,27.27272727272727,202.94117647058823,4347.35294117647
3,1,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,20,14,34,12,5,8,9,12,8,7000,161639,2,1,45.79626334519573,42.44588744588745,3.3503758993082826,7641.176470588235,7420.588235294117,220.58823529411802,17.88235294117647,37.705882352941174,1962.96,57.734117647058824,30.973631658311934,50.67330347808448,1.0082236842105263,0.31895017793594305,33.44887348353553,71.39442231075698,58.82352941176471,70.58823529411765,47.05882352941176,60.0,205.88235294117646,4754.088235294118
6,0,647,1774,452,664,85,310,365,595,960,415,707,272,524,88,1831,715,1676,454,627,117,315,275,648,923,416,661,247,528,118,2001,13,19,32,9,7,4,12,9,12,6475,127721,0,1,38.86696730552424,46.15155131264916,-7.28458400712492,5721.875,6253.125,-531.25,16.375,30.0,1593.52,49.7975,32.88317686630855,44.30925000967979,0.7919847328244275,0.3742953776775648,36.03158933859822,68.39080459770115,40.625,56.25,25.0,42.857142857142854,202.34375,3991.28125
3,1,754,1826,356,469,93,295,292,651,943,467,602,300,448,153,1957,679,1725,420,588,120,395,301,667,968,388,538,259,512,87,1898,20,12,32,10,6,10,6,14,7,6575,141717,1,0,43.83899233296823,42.84057971014493,0.9984126228233023,6115.625,5931.25,184.375,14.0,29.46875,1532.5400000000002,47.891875000000006,29.232515953906585,48.14599775630302,1.0424107142857142,0.2568455640744797,30.448383733055266,68.38235294117648,62.5,62.5,62.5,66.66666666666666,205.46875,4428.65625
6,0,770,1831,449,592,204,571,258,612,870,495,690,237,497,63,2193,755,1758,514,702,164,481,300,677,977,472,707,275,547,130,2188,15,17,32,8,8,7,9,5,16,6425,116638,0,0,47.62424904423812,47.610921501706486,0.013327542531634151,6853.125,6837.5,15.625,15.53125,27.1875,1677.68,52.4275,29.62424300224119,52.426989500258195,0.9959758551307847,0.3233205898416166,27.593582887700535,67.10526315789474,46.875,50.0,43.75,23.809523809523807,200.78125,3644.9375
6,0,671,1810,559,727,176,552,308,693,1001,437,695,210,507,127,2077,752,1927,499,624,153,472,328,688,1016,511,719,259,470,126,2156,12,20,32,6,10,6,10,9,12,6475,120607,0,0,41.93370165745856,42.99429164504411,-1.0605899875855442,6490.625,6737.5,-246.875,15.84375,31.28125,1645.72,51.42875,30.807184697275357,48.75861550885496,0.8619329388560157,0.4016574585635359,30.923694779116467,67.87463271302644,37.5,37.5,37.5,42.857142857142854,202.34375,3768.96875
8,0,727,1775,383,578,166,500,309,650,959,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,914,495,618,273,465,117,2104,10,22,32,7,9,3,13,6,15,6475,139874,0,1,45.63380281690141,45.24073049252905,0.39307232437235484,6259.375,6575.0,-315.625,16.53125,29.96875,1613.52,50.4225,32.785462839010364,49.35150690871819,0.8809073724007561,0.3256338028169014,33.55048859934853,68.27731092436974,31.25,43.75,18.75,28.57142857142857,202.34375,4371.0625
4,1,875,1978,450,624,180,524,361,718,1079,580,634,242,558,101,2380,878,2067,473,633,141,446,337,652,989,528,666,271,471,126,2370,18,16,34,11,6,7,10,14,10,6850,120253,1,1,48.78665318503539,45.88776003870343,2.8988931463319574,7000.0,6970.588235294117,29.411764705882888,16.41176470588235,31.735294117647058,1779.54,52.33941176470588,31.356417950706362,52.828781475299216,1.039426523297491,0.3154701718907988,35.636722606120436,68.0568720379147,52.94117647058824,64.70588235294117,41.17647058823529,58.333333333333336,201.47058823529412,3536.8529411764707
3,1,767,1900,454,640,177,542,332,724,1056,526,660,257,613,139,2165,804,1972,490,669,92,330,323,713,1036,508,676,333,502,133,2190,18,16,34,11,6,7,10,12,10,6850,125097,1,0,45.026315789473685,43.103448275862064,1.922867513611621,6367.64705882353,6441.176470588235,-73.5294117647054,18.029411764705884,31.058823529411764,1735.48,51.04352941176471,35.321640122617374,49.619545287862124,0.8580750407830342,0.3368421052631579,31.770334928229666,69.14995224450811,52.94117647058824,64.70588235294117,41.17647058823529,54.54545454545454,201.47058823529412,3679.323529411765
6,0,801,1946,437,601,172,492,310,715,1025,531,624,258,536,127,2211,862,2019,435,592,129,376,344,711,1055,537,665,275,487,144,2288,14,20,34,11,6,3,14,9,13,6850,113447,0,0,45.580678314491266,45.88905398712234,-0.30837567263107246,6502.941176470588,6729.411764705883,-226.4705882352946,15.764705882352942,30.147058823529413,1716.46,50.484117647058824,31.227060345128926,50.01266716128916,0.9906716417910447,0.30883864337101746,30.36238981390793,67.51652502360717,41.17647058823529,64.70588235294117,17.647058823529413,40.909090909090914,201.47058823529412,3336.676470588235
7,0,945,2211,485,681,148,419,340,804,1144,491,654,193,530,113,2523,1004,2314,548,719,179,542,372,832,1204,625,633,308,438,124,2735,10,24,34,8,9,2,15,6,14,6825,109522,0,0,46.087743102668476,47.25583405358687,-1.1680909509183905,7420.588235294117,8044.117647058823,-623.5294117647063,15.588235294117647,33.64705882352941,1880.5,55.30882352941177,28.18399361871843,50.24615237548991,0.9264150943396227,0.30800542740841247,29.01023890784983,68.36734693877551,29.411764705882355,47.05882352941176,11.76470588235294,30.0,200.73529411764707,3221.235294117647
6,0,971,2355,531,674,163,496,397,785,1182,596,713,238,561,95,2636,988,2195,614,785,162,461,318,800,1118,565,645,279,529,147,2752,10,24,34,7,10,3,14,8,14,6875,121019,0,0,44.69214437367304,48.70159453302961,-4.009450159356575,7752.941176470588,8094.117647058823,-341.17647058823513,16.5,34.76470588235294,1990.98,58.55823529411765,28.17707862459693,49.7065878200003,1.0623885918003566,0.2861995753715499,33.16624895572264,71.16953762466002,29.411764705882355,41.17647058823529,17.647058823529413,36.36363636363637,202.2058823529412,3559.3823529411766
7,0,991,2303,652,864,133,413,353,792,1145,557,751,309,472,131,2767,974,2220,612,809,161,486,350,862,1212,587,748,248,579,140,2721,16,18,34,9,8,7,10,8,12,6900,118463,0,0,45.91836734693878,47.5,-1.5816326530612201,8138.235294117647,8002.941176470588,135.29411764705856,13.882352941176471,33.6764705882353,1976.56,58.13411764705882,23.879872101024002,51.56233694598906,1.180084745762712,0.37516283108988274,29.05349794238683,69.35201401050787,47.05882352941176,52.94117647058824,41.17647058823529,40.0,202.94117647058823,3484.205882352941
1,1,792,1815,429,567,135,396,288,652,940,477,617,246,474,102,2148,741,1822,437,590,116,420,320,647,967,462,645,223,479,94,2035,20,12,32,12,4,8,8,14,7,6425,231962,3,1,47.35537190082645,43.85290889132821,3.5024630094982356,6712.5,6359.375,353.125,14.8125,29.375,1596.04,49.87625,29.698503796897324,52.022785398744475,1.0063291139240507,0.31239669421487604,30.802139037433157,67.07818930041152,62.5,75.0,50.0,66.66666666666666,200.78125,7248.8125
2,1,833,1828,336,500,160,421,255,660,915,553,616,265,437,82,2162,744,1759,461,640,133,394,304,679,983,430,600,223,496,76,2082,21,11,32,13,3,8,8,13,8,6400,250565,2,1,49.945295404814004,46.07731665719159,3.8679787476224163,6756.25,6506.25,250.0,13.65625,28.59375,1561.8,48.80625,27.980535279805352,52.783203125,1.265446224256293,0.2735229759299781,27.301927194860813,68.46473029045643,65.625,81.25,50.0,61.904761904761905,200.0,7830.15625
1,1,772,1740,400,567,145,400,260,610,870,496,638,261,458,100,2089,691,1733,484,645,149,434,312,649,961,410,597,228,478,88,2015,18,14,32,10,6,8,8,11,10,6450,234717,3,0,48.53448275862069,44.17195614541258,4.362526613208111,6528.125,6296.875,231.25,14.3125,27.1875,1555.64,48.61375,29.44125890308812,52.501156080985986,1.0829694323144106,0.3258620689655172,28.6028602860286,66.16052060737528,56.25,62.5,50.0,52.38095238095239,201.5625,7334.90625
6,0,825,1923,412,537,181,500,271,686,957,527,587,262,470,128,2243,821,1959,459,581,155,467,326,736,1062,506,614,269,480,96,2256,16,18,34,11,6,5,12,11,13,6850,212346,0,1,47.60790431617264,45.865237366003065,1.7426669501695784,6597.058823529412,6635.2941176470595,-38.235294117647754,13.823529411764707,28.147058823529413,1652.46,48.60176470588235,28.44244338743449,51.9386091660183,1.1212765957446809,0.2792511700468019,26.911618669314798,67.78656126482213,47.05882352941176,64.70588235294117,29.411764705882355,45.83333333333333,201.47058823529412,6245.470588235294
2,1,819,1932,398,531,216,617,263,741,1004,539,587,209,506,124,2252,867,2096,431,579,132,416,371,730,1101,517,589,288,430,123,2297,18,16,34,11,6,7,10,10,10,6900,168062,2,1,47.98136645962733,44.51335877862596,3.4680076810013745,6623.529411764705,6755.882352941177,-132.35294117647118,14.882352941176471,29.529411764705884,1673.7,49.226470588235294,30.23241919101392,51.993867863541496,1.065217391304348,0.2748447204968944,26.48539778449144,66.63669064748201,52.94117647058824,64.70588235294117,41.17647058823529,50.0,202.94117647058823,4943.0
3,1,828,1860,452,552,208,605,242,732,974,498,613,214,462,112,2316,859,2012,442,608,125,398,345,685,1030,473,590,275,411,86,2285,18,16,34,10,7,8,9,9,11,6925,172381,1,0,50.10752688172043,45.80019880715705,4.3073280745633795,6811.764705882353,6720.588235294117,91.17647058823604,13.588235294117647,28.647058823529413,1625.7,47.81470588235294,28.418527403579997,55.06733622460626,1.077922077922078,0.2967741935483871,26.10571736785329,67.96657381615599,52.94117647058824,58.82352941176471,47.05882352941176,45.0,203.6764705882353,5070.029411764706
5,0,822,2069,512,650,216,645,285,736,1021,475,674,252,576,112,2372,966,2153,553,722,171,461,341,832,1173,508,668,270,485,134,2656,11,23,34,7,10,4,13,7,13,6875,155048,0,1,44.949250845819236,48.8388295401765,-3.8895786943572617,6976.470588235295,7811.764705882353,-835.2941176470586,16.941176470588236,30.029411764705884,1846.34,54.304117647058824,31.196854317189686,50.360934182590235,0.8246527777777778,0.3141614306428226,25.514771709937335,68.33797585886722,32.35294117647059,41.17647058823529,23.52941176470588,35.0,202.2058823529412,4560.235294117647
4,1,870,2087,430,580,243,653,287,788,1075,500,618,289,612,109,2413,920,2223,471,619,190,589,378,837,1215,509,608,321,562,115,2501,16,18,34,10,7,6,11,10,10,6850,147866,1,1,47.508385241974125,45.659019343229865,1.84936589874426,7097.058823529412,7355.882352941177,-258.82352941176487,18.0,31.61764705882353,1860.78,54.72882352941176,32.889433463386325,51.51139953889506,0.8169934640522876,0.27791087685673216,25.533807829181494,67.58147512864494,47.05882352941176,58.82352941176471,35.294117647058826,50.0,201.47058823529412,4349.0
3,1,912,2168,490,653,259,706,327,778,1105,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,1175,496,625,285,559,109,2538,19,15,34,11,6,8,9,11,9,6900,153772,2,0,48.039667896678964,46.74063800277393,1.2990298939050362,7567.647058823529,7464.7058823529405,102.94117647058829,16.08823529411765,32.5,1870.44,55.01294117647059,29.24445584996044,52.396428978707455,1.0073126142595978,0.3011992619926199,28.434782608695652,68.84955752212389,55.88235294117647,64.70588235294117,47.05882352941176,55.00000000000001,202.94117647058823,4522.705882352941
3,1,833,1911,397,546,145,424,319,606,925,473,583,255,486,130,2208,851,1964,378,495,153,450,348,669,1017,536,637,264,500,108,2233,16,16,32,11,5,5,11,13,8,6500,117810,1,0,47.38356881214024,47.22505091649695,0.15851789564329266,6900.0,6978.125,-78.125,15.1875,28.90625,1688.52,52.76625,28.782602515812666,51.31923913649803,0.9732510288065843,0.2857142857142857,32.28744939271255,63.52201257861635,50.0,68.75,31.25,61.904761904761905,203.125,3681.5625
5,0,768,1914,430,587,174,532,356,614,970,452,643,320,532,125,2140,806,1831,436,605,157,438,316,659,975,534,600,298,546,114,2205,13,19,32,10,6,3,13,9,12,6450,118874,0,0,44.67084639498432,48.306936100491534,-3.63608970550721,6687.5,6890.625,-203.125,16.625,30.3125,1701.24,53.16375,31.271307987115282,49.25700185979707,0.849624060150376,0.306687565308255,35.073891625615765,66.02150537634408,40.625,62.5,18.75,42.857142857142854,201.5625,3714.8125
4,1,803,1800,513,661,124,394,275,619,894,465,630,285,429,91,2243,773,1828,421,574,135,416,334,635,969,486,699,224,531,91,2102,20,12,32,11,5,9,7,11,10,6425,161075,1,0,48.05555555555556,45.979212253829324,2.076343301726233,7009.375,6568.75,440.625,13.40625,27.9375,1634.2,51.06875,26.251376820462614,53.638728931912524,1.083916083916084,0.3672222222222222,30.21978021978022,64.95278069254984,62.5,68.75,56.25,52.38095238095239,200.78125,5033.59375
5,0,767,1894,429,587,101,313,300,642,942,514,625,292,519,138,2064,785,1892,462,584,137,391,333,698,1031,524,603,283,517,127,2169,13,19,32,10,6,3,13,8,13,6450,136979,0,0,43.16261879619852,45.11099365750528,-1.9483748613067604,6450.0,6778.125,-328.125,16.21875,29.4375,1682.1200000000001,52.566250000000004,30.853922431217747,47.9491515973758,0.9903660886319846,0.3099260823653643,30.060120240480963,65.84615384615384,40.625,62.5,18.75,38.095238095238095,201.5625,4280.59375
7,0,793,1889,405,538,100,328,292,626,918,427,623,267,501,94,2091,850,1870,436,608,155,388,309,692,1001,532,600,268,491,127,2291,11,21,32,10,6,1,15,7,14,6400,139798,0,0,44.62678665960826,49.59893048128342,-4.972143821675161,6534.375,7159.375,-625.0,15.65625,28.6875,1668.12,52.12875,30.033810517228975,49.18333552866794,0.8522954091816367,0.2848067760719958,29.67479674796748,66.95187165775401,34.375,62.5,6.25,33.33333333333333,200.0,4368.6875
7,0,801,2095,379,556,116,349,357,643,1000,461,664,310,479,111,2097,834,1867,466,626,136,371,303,811,1114,509,667,275,610,146,2270,8,26,34,6,11,2,15,5,19,6925,144511,0,0,41.00238663484487,48.31280128548474,-7.310414650639871,6167.64705882353,6676.470588235295,-508.82352941176487,14.088235294117647,29.41176470588235,1728.54,50.83941176470588,27.711247642519123,44.81458685951685,0.9624217118997912,0.26539379474940333,30.565068493150683,67.97040169133193,23.52941176470588,35.294117647058826,11.76470588235294,20.833333333333336,203.6764705882353,4250.323529411765
5,0,826,1922,456,598,192,519,264,652,916,501,748,282,464,137,2300,784,1845,534,724,133,348,309,711,1020,456,660,226,536,137,2235,17,17,34,10,7,7,10,11,11,6825,136295,0,0,47.97086368366285,46.09756097560976,1.8733027080530888,6764.7058823529405,6573.529411764705,191.17647058823513,13.647058823529411,26.941176470588236,1706.34,50.186470588235295,27.192704853663397,52.62868858460863,1.0797413793103448,0.31113423517169614,27.076923076923077,67.84599375650365,50.0,58.82352941176471,41.17647058823529,50.0,200.73529411764707,4008.676470588235
5,0,826,1994,531,693,178,539,342,720,1062,549,697,243,517,179,2361,855,1993,523,720,121,332,319,705,1024,470,672,265,483,112,2354,16,18,34,11,6,5,12,12,10,6800,124146,0,0,45.8876629889669,45.93577521324636,-0.04811222427945694,6944.117647058823,6923.529411764705,20.58823529411802,15.205882352941176,31.235294117647058,1761.3600000000001,51.80470588235295,29.352318662851427,51.35019922398344,1.0618955512572534,0.347542627883651,32.664756446991404,69.29740134744947,47.05882352941176,64.70588235294117,29.411764705882355,54.54545454545454,200.0,3651.3529411764707
5,0,1079,2434,537,684,265,722,334,811,1145,640,741,275,442,127,2960,1023,2360,630,852,203,618,408,875,1283,578,669,231,537,126,2879,18,16,34,10,7,8,9,8,12,6900,126801,0,1,49.77403451109285,47.648305084745765,2.1257294263470854,8705.882352941177,8467.64705882353,238.23529411764684,13.0,33.6764705882353,2010.42,59.13,21.985455775410113,54.11413695264282,1.4479638009049773,0.2810188989317995,27.626137303556657,66.52994257588188,52.94117647058824,58.82352941176471,47.05882352941176,40.0,202.94117647058823,3729.4411764705883
1,1,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,23,11,34,12,5,11,6,17,5,6850,131524,4,0,49.79330301777594,46.19952494061758,3.593778077158362,8897.05882352941,8541.176470588234,355.8823529411766,14.294117647058824,33.88235294117647,2065.4,60.747058823529414,23.53055098286046,54.98480419956666,1.4053497942386832,0.31169904919388175,22.794117647058822,66.23672230652504,67.64705882352942,70.58823529411765,64.70588235294117,77.27272727272727,201.47058823529412,3868.3529411764707
6,0,1069,2485,642,773,230,701,375,851,1226,560,794,232,489,156,3010,1036,2460,694,932,243,695,440,858,1298,650,717,234,500,129,3009,16,18,34,10,7,6,11,8,12,6825,144867,0,1,47.645875251509054,47.052845528455286,0.5930297230537676,8852.94117647059,8850.0,2.9411764705891983,14.382352941176471,36.05882352941177,2080.1,61.17941176470588,23.50848516898226,53.2720733986521,1.1451942740286298,0.31106639839034206,30.413625304136254,65.91789310611928,47.05882352941176,58.82352941176471,35.294117647058826,40.0,200.73529411764707,4260.794117647059
7,0,761,1828,488,697,145,433,309,627,936,480,761,265,593,93,2155,788,1847,577,766,150,447,307,646,953,487,729,277,531,130,2303,10,22,32,6,10,4,12,4,17,6525,133076,0,0,45.596280087527354,46.72441797509475,-1.128137887567398,6734.375,7196.875,-462.5,18.53125,29.25,1776.86,55.526875,33.37347905856399,50.475949556842245,0.8094435075885329,0.3812910284463895,32.35602094240838,67.13062098501071,31.25,37.5,25.0,19.047619047619047,203.90625,4158.625
7,0,733,1891,450,612,172,519,300,696,996,451,633,244,500,106,2088,791,1944,461,656,159,410,343,763,1106,501,643,293,474,144,2202,11,21,32,6,10,5,11,5,16,6525,137656,0,0,43.31041776837652,44.778806584362144,-1.4683888159856266,6525.0,6881.25,-356.25,15.625,31.125,1632.46,51.014375,30.628621834531934,48.32706871331494,0.902,0.32363828662083555,28.222013170272813,66.98748796920115,34.375,37.5,31.25,23.809523809523807,203.90625,4301.75
3,1,876,1993,449,650,142,459,388,650,1038,567,571,332,458,157,2343,811,1918,410,544,144,418,320,631,951,503,600,226,524,116,2176,21,11,32,13,3,8,8,13,8,6400,126841,1,1,47.51630707476166,46.03753910323253,1.4787679715291304,7321.875,6800.0,521.875,14.3125,32.4375,1714.68,53.58375,26.71052324632001,51.404124616059676,1.237991266375546,0.3261414952333166,38.0765456329735,67.0103092783505,65.625,81.25,50.0,61.904761904761905,200.0,3963.78125
2,1,837,1974,457,618,163,423,374,723,1097,558,588,276,494,158,2294,804,2003,415,578,116,400,343,662,1005,496,616,261,481,143,2139,20,12,32,12,4,8,8,13,8,6525,133603,2,0,46.52988855116515,43.03544682975537,3.4944417214097783,7168.75,6684.375,484.375,15.4375,34.28125,1688.1200000000001,52.753750000000004,29.263322512617584,51.070385409987885,1.1295546558704452,0.3130699088145897,36.1003861003861,67.82363977485929,62.5,75.0,50.0,61.904761904761905,203.90625,4175.09375
6,0,780,1945,494,653,112,395,301,648,949,500,675,247,456,109,2166,815,1944,515,681,149,453,352,723,1075,493,633,233,496,128,2294,14,18,32,10,6,4,12,8,13,6575,144179,0,1,42.98200514138817,45.75617283950617,-2.7741676981179992,6768.75,7168.75,-400.0,14.25,29.65625,1701.98,53.186875,26.792324234127314,48.514549885321095,1.0964912280701755,0.33573264781491,29.39453125,64.8,43.75,62.5,25.0,38.095238095238095,205.46875,4505.59375
3,1,862,2107,425,626,150,473,349,718,1067,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,1096,516,640,224,576,141,2216,19,15,34,12,5,7,10,13,11,6825,155578,2,1,44.47081158044613,44.72626820693119,-0.2554566264850564,6761.764705882353,6517.647058823529,244.11764705882433,13.558823529411764,31.38235294117647,1755.06,51.61941176470588,26.266908253848868,48.248854115948355,1.2321041214750543,0.2971048884670147,31.727272727272727,67.54468485418627,55.88235294117647,70.58823529411765,41.17647058823529,54.166666666666664,200.73529411764707,4575.823529411765
4,1,874,2072,435,604,129,365,389,635,1024,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,986,513,646,241,593,117,2241,18,16,34,10,7,8,9,12,10,6900,147544,2,1,45.294401544401545,47.19551282051282,-1.9011112761112727,6800.0,6591.176470588235,208.82352941176487,14.264705882352942,30.11764705882353,1777.7,52.28529411764706,27.2824436069078,49.44904523988775,1.0701030927835051,0.2915057915057915,36.52582159624413,67.1957671957672,52.94117647058824,58.82352941176471,47.05882352941176,54.54545454545454,202.94117647058823,4339.529411764706
1,1,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,25,9,34,15,2,10,7,17,5,6800,145213,4,1,46.19838872104733,44.29511793746572,1.9032707835816112,6850.0,6155.882352941177,694.1176470588234,14.705882352941176,30.676470588235293,1762.78,51.84647058823529,28.364288226551242,50.55921224014867,1.054,0.36304128902316213,34.71307619943556,71.17212249208026,73.52941176470588,88.23529411764706,58.82352941176471,77.27272727272727,200.0,4270.970588235294
2,1,919,2190,542,741,157,461,418,720,1138,509,670,330,542,88,2537,872,2021,504,661,156,507,294,725,1019,507,687,244,633,143,2404,21,13,34,14,3,7,10,10,10,6875,147739,3,1,45.54794520547945,47.006432459178626,-1.4584872536991753,7461.764705882353,7070.588235294117,391.17647058823604,15.941176470588236,33.470588235294116,1922.94,56.55705882352942,28.186006843687274,50.4165275591803,0.9391143911439115,0.33835616438356164,36.57042869641295,71.00591715976331,61.76470588235294,82.35294117647058,41.17647058823529,50.0,202.2058823529412,4345.264705882353
3,1,901,2214,572,745,153,429,452,723,1175,537,642,325,611,101,2527,891,2081,512,664,186,547,308,718,1026,542,689,274,649,141,2480,19,15,34,12,5,7,10,12,10,6950,142575,1,1,44.150858175248416,47.28495915425277,-3.1341009790043515,7432.352941176471,7294.117647058823,138.23529411764775,17.970588235294116,34.55882352941177,1986.98,58.440588235294115,30.750183695860052,49.708867731528834,0.8788870703764321,0.33649503161698285,38.63247863247864,70.12609117361784,55.88235294117647,70.58823529411765,41.17647058823529,54.54545454545454,204.41176470588235,4193.382352941177
