Playoff,Rank,PlayoffProgScore,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,POSS,OFFRTG,DEFRTG,NETRTG,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,AvgPIE_NextYearPlayers,CER_NextYearCoach,PlayoffNextSeason
1.0,3.0,1.0,34.0,17.0,17.0,50.0,6850.0,2366.0,874.0,2097.0,41.67858845970434,62.0,209.0,29.665071770334926,556.0,792.0,70.2020202020202,397.0,773.0,1170.0,564.0,513.0,277.0,148.0,131.0,648.0,728.0,2455.667936313989,96.34853169730341,96.9593634705323,-0.610831773228881,1.0994152046783625,22.967274673406223,7.045252883762201,14.080145719489982,10.51685393258427,17.339985397907032,43.15689079637578,48.37496115282071,71.69833390697778,0.11456172812393123,0.25,1
1.0,4.0,1.0,34.0,16.0,18.0,47.05882352941176,6925.0,2247.0,831.0,2060.0,40.33980582524272,76.0,238.0,31.932773109243694,509.0,774.0,65.76227390180878,412.0,803.0,1215.0,474.0,571.0,241.0,155.0,136.0,761.0,744.0,2461.8704823114836,91.27206391013151,92.89684475410358,-1.6247808439720757,0.830122591943958,19.25365300106913,7.121866897147796,14.925650557620818,10.882221227048813,19.21549623766641,42.18446601941748,46.80157963141934,71.10095255773237,0.10098191661426875,0.15,1
1.0,2.0,4.0,34.0,23.0,11.0,67.64705882352942,6825.0,2527.0,919.0,2220.0,41.3963963963964,136.0,414.0,32.850241545893724,553.0,746.0,74.12868632707776,406.0,880.0,1286.0,572.0,537.0,213.0,137.0,108.0,711.0,733.0,2570.480947271246,98.30845090225608,92.74528965214822,5.563161250107868,1.0651769087523277,22.25264500043153,6.963979416809606,14.617940199335548,10.852320675105485,17.4054530603778,44.45945945945946,49.58324176686655,75.3254490042856,0.09809170967771381,0.89,1
1.0,1.0,3.0,34.0,24.0,10.0,70.58823529411765,6850.0,2697.0,972.0,2261.0,42.989827509951354,158.0,442.0,35.74660633484163,595.0,785.0,75.79617834394905,380.0,931.0,1311.0,563.0,564.0,227.0,117.0,117.0,702.0,767.0,2700.4451822858728,99.87242169148732,94.05856547882009,5.813856212667233,0.99822695035461,20.84841431676209,6.551724137931035,15.016129032258064,10.925,17.789553368660105,46.48385670057497,51.73802946593001,78.84511481126636,0.09907003797396262,0.38,1
1.0,1.0,4.0,34.0,22.0,12.0,64.70588235294117,6875.0,2672.0,974.0,2295.0,42.4400871459695,168.0,476.0,35.294117647058826,556.0,744.0,74.73118279569893,405.0,843.0,1248.0,604.0,496.0,278.0,118.0,119.0,724.0,762.0,2618.3458326645705,102.04916274489332,96.32035495607073,5.728807788822593,1.217741935483871,23.067999362992357,6.9468267581475125,14.447300771208226,10.698671238748393,15.905796636693646,46.10021786492375,50.946475693649994,76.17006058660569,0.10547389048732175,0.2733333333333333,1
1.0,2.0,4.0,32.0,27.0,5.0,84.375,6475.0,2475.0,891.0,1894.0,47.04329461457233,172.0,491.0,35.03054989816701,521.0,634.0,82.17665615141956,273.0,724.0,997.0,494.0,440.0,284.0,104.0,85.0,554.0,648.0,2262.6059112426037,109.38714460622758,91.31064272988532,18.076501876342263,1.1227272727272728,21.833232095141987,6.169491525423729,14.280078895463511,10.500263296471827,16.839140285346886,51.58394931362197,56.949966865473826,69.88744127390282,0.07570279115060165,1.03,1
1.0,4.0,1.0,32.0,19.0,13.0,59.375,6450.0,2047.0,747.0,1908.0,39.15094339622642,138.0,435.0,31.724137931034484,415.0,539.0,76.99443413729128,348.0,710.0,1058.0,426.0,436.0,251.0,95.0,120.0,509.0,561.0,2148.9957578989665,95.25379435840833,92.78752611170796,2.4662682467003663,0.9770642201834863,19.823212699893478,6.737657308809293,14.101290963257199,10.372549019607844,16.891630119791103,42.76729559748428,47.71205877417069,66.63552737671213,0.12010587038446016,0.19,1
1.0,2.0,1.0,32.0,24.0,8.0,75.0,6425.0,2072.0,755.0,1778.0,42.46344206974128,109.0,332.0,32.831325301204814,453.0,585.0,77.43589743589745,299.0,702.0,1001.0,450.0,455.0,260.0,126.0,71.0,467.0,606.0,2133.83665677547,97.10209042575386,88.66658063973277,8.435509786021086,0.989010989010989,21.08877446505272,6.209761163032191,13.887240356083087,10.141843971631205,18.27015740443302,45.52868391451069,50.899086174707676,66.42293095020919,0.1359629174514815,0.33,1
1.0,2.0,1.0,34.0,20.0,14.0,58.82352941176471,6825.0,2244.0,828.0,1916.0,43.21503131524008,115.0,344.0,33.43023255813954,473.0,600.0,78.83333333333333,266.0,764.0,1030.0,465.0,450.0,231.0,129.0,122.0,490.0,634.0,2282.585966310514,98.30955035735707,93.84093443202265,4.468615925334419,1.0333333333333334,20.371631424318643,5.462012320328542,14.3879472693032,10.11787819253438,17.11026615969582,46.2160751565762,51.46788990825688,66.88896604572935,0.08352136644343475,0.28,0
0.0,6.0,0.0,34.0,13.0,21.0,38.23529411764706,6850.0,2177.0,798.0,1933.0,41.282979824107606,123.0,358.0,34.357541899441344,458.0,615.0,74.47154471544715,311.0,724.0,1035.0,451.0,484.0,242.0,107.0,129.0,555.0,655.0,2295.343673436958,94.84418499911366,96.325444663776,-1.481259664662332,0.9318181818181818,19.648473787138386,6.032977691561591,13.673276676109538,9.904306220095695,18.00863223694002,44.46456285566477,49.396442185514616,67.01733353100607,0.13748589851213544,0.12,1
1.0,3.0,2.0,34.0,19.0,15.0,55.88235294117647,6875.0,2309.0,860.0,1920.0,44.79166666666667,62.0,205.0,30.24390243902439,527.0,690.0,76.37681159420289,276.0,684.0,960.0,467.0,425.0,246.0,105.0,111.0,581.0,685.0,2304.5603618649966,100.19264577350495,98.19660345839831,1.996042315106635,1.0988235294117648,20.264168720756523,5.73208722741433,14.279749478079331,9.994794377928162,16.046213093709884,46.40625,51.92030940816694,67.04175598152717,0.09563653712808524,0.29,1
1.0,3.0,1.0,34.0,18.0,16.0,52.94117647058824,6925.0,2507.0,928.0,2098.0,44.232602478551,169.0,472.0,35.80508474576271,482.0,678.0,71.09144542772862,303.0,822.0,1125.0,532.0,566.0,252.0,84.0,89.0,617.0,705.0,2589.2460652175632,96.82355159973362,94.58351729866281,2.240034301070807,0.9399293286219081,20.54652152016685,5.559633027522936,14.184641932700604,10.004446420631393,19.10664614221286,48.2602478551001,52.309374374040196,74.77966975357583,0.09776485021188179,0.34,0
0.0,5.0,0.0,34.0,13.0,21.0,38.23529411764706,6800.0,2510.0,915.0,2149.0,42.57794322940903,126.0,365.0,34.52054794520548,554.0,721.0,76.8377253814147,374.0,770.0,1144.0,558.0,633.0,289.0,109.0,160.0,655.0,677.0,2624.2010769849876,95.64815829142955,100.14476493620592,-4.496606644776364,0.8815165876777251,21.263614472756053,6.831050228310502,13.848920863309353,10.367014046216584,20.424362101676543,45.50953932061424,50.887180485273134,77.18238461720551,0.10411163353078541,0.12,0
0.0,7.0,0.0,32.0,9.0,23.0,28.125,6425.0,2213.0,796.0,1838.0,43.30794341675735,193.0,521.0,37.04414587332054,428.0,569.0,75.21968365553603,285.0,647.0,932.0,501.0,518.0,271.0,126.0,75.0,642.0,612.0,2241.972104770972,98.70774017619048,102.1422164498311,-3.4344762736406125,0.9671814671814671,22.346397572648637,6.209150326797386,13.367768595041323,9.883351007423117,19.874460934022927,48.5582154515778,52.98415981918826,69.78901493450496,0.09076633351474493,0.2529411764705882,0
0.0,6.0,0.0,32.0,10.0,22.0,31.25,6475.0,2153.0,762.0,1822.0,41.822173435784855,157.0,446.0,35.2017937219731,472.0,591.0,79.86463620981388,286.0,649.0,935.0,458.0,491.0,242.0,118.0,140.0,600.0,616.0,2223.0415711676605,96.84929098600388,101.16769875871934,-4.31840777271546,0.9327902240325866,20.602403748996643,6.046511627906977,13.591623036649215,9.836927932667017,19.082486086496907,46.130625686059275,51.7040979039788,68.66537671560341,0.09999969399315112,0.1,1
1.0,4.0,1.0,32.0,16.0,16.0,50.0,6425.0,2097.0,731.0,1825.0,40.054794520547944,180.0,543.0,33.14917127071823,455.0,580.0,78.44827586206897,315.0,633.0,948.0,447.0,438.0,268.0,100.0,145.0,559.0,647.0,2129.8801894957087,98.45624229673248,99.95867422496111,-1.5024319282286314,1.0205479452054795,20.987095997443692,6.569343065693431,13.745928338762216,10.085106382978724,17.39337622111032,44.986301369863014,50.40380732621864,66.29977243566408,0.10617325585779194,0.25,0
0.0,5.0,0.0,34.0,16.0,18.0,47.05882352941176,6875.0,2337.0,839.0,2011.0,41.720537046245646,210.0,600.0,35.0,449.0,563.0,79.75133214920072,334.0,654.0,988.0,539.0,474.0,299.0,121.0,170.0,668.0,631.0,2301.698926805143,101.53369638329963,100.83855768320002,0.695138700099605,1.1371308016877637,23.417484959605694,6.607319485657764,13.582554517133957,10.010131712259373,17.34535554319506,46.941819990054704,51.73283983849261,66.95851423433143,0.1088654348344348,0.266875,0
0.0,6.0,0.0,34.0,15.0,19.0,44.11764705882353,6850.0,2198.0,791.0,2011.0,39.33366484336151,166.0,481.0,34.511434511434516,450.0,580.0,77.58620689655173,396.0,705.0,1101.0,555.0,486.0,261.0,134.0,162.0,639.0,603.0,2268.7895605450476,96.87985339071989,98.95144261245046,-2.0715892217305765,1.1419753086419753,24.46238336298887,7.306273062730627,14.300202839756592,10.63768115942029,17.658600392413344,43.460964694181996,48.49527843967876,66.24203096481891,0.11117393491191024,0.14,1
1.0,2.0,2.0,34.0,21.0,13.0,61.76470588235294,6925.0,2170.0,784.0,1958.0,40.04085801838611,150.0,468.0,32.05128205128205,452.0,595.0,75.96638655462185,341.0,671.0,1012.0,493.0,477.0,336.0,95.0,113.0,668.0,644.0,2278.573252511507,95.23503348457925,93.61121033299887,1.6238231515803818,1.0335429769392033,21.63634631700349,6.482889733840304,14.126315789473685,10.10989010989011,17.687629783447047,43.871297242083756,48.878277322281285,65.80716974762474,0.10174379056588011,0.34,1
1.0,3.0,1.0,34.0,21.0,13.0,61.76470588235294,6850.0,2435.0,873.0,2144.0,40.718283582089555,171.0,551.0,31.03448275862069,518.0,676.0,76.62721893491124,339.0,755.0,1094.0,501.0,528.0,354.0,93.0,105.0,606.0,685.0,2534.3382726699756,96.08030728410533,91.38480150718192,4.695505776923412,0.9488636363636364,19.768473901165,6.097122302158273,14.477468839884947,10.153132250580047,17.781130448838837,44.70615671641791,49.86811062323874,73.99527803415987,0.11836585248516636,0.2,1
1.0,2.0,2.0,34.0,21.0,13.0,61.76470588235294,6875.0,2480.0,907.0,2167.0,41.85509921550531,188.0,546.0,34.43223443223443,478.0,617.0,77.47163695299838,341.0,812.0,1153.0,511.0,589.0,308.0,136.0,114.0,646.0,663.0,2602.5056260956935,95.29278150766277,91.06608555369385,4.226695953968914,0.8675721561969439,19.634923931619223,6.003521126760563,13.751058425063505,9.952524816573154,19.45512439388534,46.192893401015226,50.85135002132476,75.70925457732928,0.1003356611529726,0.17,1
1.0,4.0,1.0,34.0,17.0,17.0,50.0,6950.0,2473.0,876.0,2179.0,40.20192748967416,226.0,662.0,34.13897280966767,495.0,656.0,75.45731707317073,349.0,778.0,1127.0,500.0,585.0,324.0,165.0,130.0,727.0,659.0,2615.7971111020142,94.54097145011927,93.92930321590904,0.611668234210228,0.8547008547008547,19.11463231906981,5.905245346869712,13.942652329749103,9.80852915578764,19.163740237957963,45.38779256539697,50.108605793389636,75.27473701012991,0.09858460014314982,0.25,1
1.0,1.0,2.0,32.0,28.0,4.0,87.5,6450.0,2417.0,861.0,1956.0,44.01840490797546,150.0,452.0,33.1858407079646,545.0,693.0,78.64357864357865,308.0,783.0,1091.0,586.0,466.0,271.0,156.0,105.0,705.0,650.0,2353.091212992982,102.71595026381193,92.17662230956063,10.539327954251306,1.257510729613734,24.90341202093247,6.247464503042596,14.45983379501385,10.5461575640406,17.088876828069765,47.85276073619632,53.45169223148098,72.96406861993742,0.12416726221533217,0.74,1
1.0,1.0,4.0,32.0,28.0,4.0,87.5,6475.0,2441.0,916.0,2031.0,45.10093549975382,160.0,436.0,36.69724770642202,449.0,594.0,75.58922558922558,350.0,755.0,1105.0,596.0,438.0,281.0,138.0,114.0,616.0,591.0,2287.1701570536056,106.72577169092492,94.70218004200875,12.023591648916167,1.360730593607306,26.05840226456012,7.164790174002047,14.394661582459484,10.908193484698915,16.041840636399595,49.039881831610046,53.242073670802135,70.64618245725423,0.09535823502520871,1.0,1
1.0,1.0,4.0,32.0,25.0,7.0,78.125,6475.0,2452.0,891.0,2002.0,44.505494505494504,194.0,515.0,37.66990291262136,476.0,645.0,73.7984496124031,329.0,814.0,1143.0,583.0,517.0,257.0,161.0,111.0,664.0,623.0,2378.7616759506022,103.07884244099948,93.95644896233028,9.122393478669196,1.127659574468085,24.50855022149376,6.75564681724846,14.432624113475176,10.875356803044719,18.445839874411302,49.35064935064935,53.635488669174904,73.47526412202632,0.10127597746921979,1.01,1
1.0,1.0,3.0,34.0,24.0,10.0,70.58823529411765,6900.0,2499.0,894.0,2140.0,41.77570093457944,174.0,528.0,32.95454545454545,537.0,678.0,79.20353982300885,336.0,813.0,1149.0,587.0,470.0,242.0,161.0,127.0,682.0,654.0,2497.5848567345733,100.05666046787603,97.37406893072209,2.6825915371539395,1.248936170212766,23.50270495984123,5.973333333333334,14.402125775022144,10.195208518189885,16.1605325411234,45.8411214953271,51.24429935365333,72.39376396332096,0.12703133562894373,0.266875,1
1.0,1.0,1.0,34.0,25.0,9.0,73.52941176470588,6975.0,2495.0,904.0,2069.0,43.692605123247944,157.0,414.0,37.92270531400966,530.0,722.0,73.40720221606648,312.0,809.0,1121.0,626.0,529.0,262.0,148.0,114.0,731.0,704.0,2515.218720761386,99.19614462970975,93.86857614057905,5.327568489130698,1.1833648393194707,24.888491598476275,6.005774783445621,14.094076655052264,10.25148605395519,18.143280469736048,47.48670855485742,52.26926106558064,72.12096690355229,0.10509488610746957,0.2723529411764706,1
1.0,4.0,1.0,34.0,17.0,17.0,50.0,6800.0,2326.0,873.0,2042.0,42.75220372184133,124.0,387.0,32.041343669250644,456.0,630.0,72.38095238095238,321.0,683.0,1004.0,551.0,492.0,264.0,136.0,115.0,737.0,654.0,2390.419712635707,97.3050877929434,98.09992728910242,-0.7948394961590282,1.1199186991869918,23.05034538861213,6.233009708737864,13.458128078817735,9.819070904645477,17.501422879908937,45.78844270323212,50.14660227664712,70.30646213634432,0.09921498578257096,0.21,1
1.0,1.0,2.0,34.0,25.0,9.0,73.52941176470588,6825.0,2575.0,962.0,2195.0,43.82687927107061,111.0,377.0,29.44297082228117,540.0,726.0,74.3801652892562,350.0,852.0,1202.0,610.0,534.0,296.0,129.0,128.0,679.0,636.0,2614.8722348484853,98.47517464459231,94.6891388038876,3.786035840704713,1.142322097378277,23.328099624544198,6.386861313868613,14.343434343434344,10.525394045534151,17.517156316017374,46.35535307517084,51.20424428500978,76.62629259629261,0.08611225475585917,0.22,0
0.0,7.0,0.0,34.0,10.0,24.0,29.411764705882355,6900.0,2533.0,940.0,2305.0,40.780911062906725,160.0,456.0,35.08771929824561,493.0,627.0,78.62838915470495,356.0,783.0,1139.0,554.0,571.0,245.0,107.0,137.0,732.0,605.0,2681.280603460608,94.46978420426312,100.99651623574594,-6.5267320314828225,0.9702276707530648,20.66176883109426,5.973154362416107,13.907637655417407,9.827437446074201,18.116171935479777,44.251626898047725,49.072409410743624,77.71827836117704,0.09179185088114611,0.09,1
